,league,date,home_team,away_team,home_score,away_score,season,home_latitude,home_longitude,away_latitude,away_longitude,distance_km,prev_match_date,days_rest
703,Premier League,2015-09-26,Leicester,Arsenal,2.0,5.0,2015,52.6203,-1.1422,51.555,-0.1086,137.90598281893227,2015-09-26,13.0
653,Premier League,2015-10-01,Leicester,Aston Villa,1.0,0.0,2014,52.6203,-1.1422,52.5092,-1.884,51.63856273595368,2015-10-01,5.0
1595,Premier League,2015-11-28,Leicester,Manchester United,1.0,1.0,2015,52.6203,-1.1422,53.4631,-2.2913,121.17488217039241,2015-11-28,58.0
484,Premier League,2015-12-14,Leicester,Chelsea,2.0,1.0,2015,52.6203,-1.1422,51.4816,-0.191,142.3439686955851,2015-12-14,16.0
1712,Premier League,2015-12-29,Leicester,Manchester City,0.0,0.0,2015,52.6203,-1.1422,53.4831,-2.2004,119.18951442608396,2015-12-29,15.0
1121,Premier League,2016-02-02,Leicester,Liverpool,2.0,0.0,2015,52.6203,-1.1422,53.4308,-2.9608,151.37005497842136,2016-02-02,35.0
1306,Premier League,2016-03-14,Leicester,Newcastle United,1.0,0.0,2015,52.6203,-1.1422,54.9756,-1.6216,263.7813968784325,2016-03-14,41.0
261,Premier League,2016-04-17,Leicester,West Ham,2.0,2.0,2015,52.6203,-1.1422,51.5386,-0.0174,142.7385182943369,2016-04-17,34.0
399,Premier League,2016-08-20,Leicester,Arsenal,0.0,0.0,2016,52.6203,-1.1422,51.555,-0.1086,137.90598281893227,2016-08-20,125.0
1597,Premier League,2016-10-12,Leicester,Manchester City,4.0,2.0,2016,52.6203,-1.1422,53.4831,-2.2004,119.18951442608396,2016-10-12,53.0
1686,Premier League,2016-12-31,Leicester,West Ham,1.0,0.0,2016,52.6203,-1.1422,51.5386,-0.0174,142.7385182943369,2016-12-31,80.0
213,Premier League,2017-01-14,Leicester,Chelsea,0.0,3.0,2016,52.6203,-1.1422,51.4816,-0.191,142.3439686955851,2017-01-14,14.0
199,Premier League,2017-02-27,Leicester,Liverpool,3.0,1.0,2016,52.6203,-1.1422,53.4308,-2.9608,151.37005497842136,2017-02-27,44.0
1740,Premier League,2017-05-02,Leicester,Manchester United,0.0,3.0,2016,52.6203,-1.1422,53.4631,-2.2913,121.17488217039241,2017-05-02,64.0
1081,Premier League,2017-05-18,Leicester,Tottenham,1.0,6.0,2016,52.6203,-1.1422,51.6043,-0.0665,134.75146231991434,2017-05-18,16.0
675,Premier League,2017-09-09,Leicester,Chelsea,1.0,2.0,2017,52.6203,-1.1422,51.4816,-0.191,142.3439686955851,2017-09-09,114.0
1600,Premier League,2017-09-23,Leicester,Liverpool,2.0,3.0,2017,52.6203,-1.1422,53.4308,-2.9608,151.37005497842136,2017-09-23,14.0
1309,Premier League,2017-11-18,Leicester,Manchester City,0.0,2.0,2017,52.6203,-1.1422,53.4831,-2.2004,119.18951442608396,2017-11-18,56.0
322,Premier League,2017-11-28,Leicester,Tottenham,2.0,1.0,2017,52.6203,-1.1422,51.6043,-0.0665,134.75146231991434,2017-11-28,10.0
951,Premier League,2017-12-23,Leicester,Manchester United,2.0,2.0,2017,52.6203,-1.1422,53.4631,-2.2913,121.17488217039241,2017-12-23,25.0
130,Premier League,2018-01-09,Leicester,Liverpool,1.0,2.0,2018,52.6203,-1.1422,53.4308,-2.9608,151.37005497842136,2018-01-09,17.0
1465,Premier League,2018-05-05,Leicester,West Ham,0.0,2.0,2017,52.6203,-1.1422,51.5386,-0.0174,142.7385182943369,2018-05-05,116.0
1592,Premier League,2018-07-04,Leicester,Newcastle United,1.0,2.0,2017,52.6203,-1.1422,54.9756,-1.6216,263.7813968784325,2018-07-04,60.0
364,Premier League,2018-08-12,Leicester,Tottenham,0.0,2.0,2018,52.6203,-1.1422,51.6043,-0.0665,134.75146231991434,2018-08-12,39.0
63,Premier League,2018-09-05,Leicester,Arsenal,3.0,1.0,2017,52.6203,-1.1422,51.555,-0.1086,137.90598281893227,2018-09-05,24.0
586,Premier League,2018-10-27,Leicester,West Ham,1.0,1.0,2018,52.6203,-1.1422,51.5386,-0.0174,142.7385182943369,2018-10-27,52.0
97,Premier League,2018-12-26,Leicester,Manchester City,2.0,1.0,2018,52.6203,-1.1422,53.4831,-2.2004,119.18951442608396,2018-12-26,60.0
192,Premier League,2019-03-02,Leicester,Manchester United,0.0,1.0,2018,52.6203,-1.1422,53.4631,-2.2913,121.17488217039241,2019-03-02,66.0
818,Premier League,2019-04-28,Leicester,Arsenal,3.0,0.0,2018,52.6203,-1.1422,51.555,-0.1086,137.90598281893227,2019-04-28,57.0
1705,Premier League,2019-09-11,Leicester,Arsenal,2.0,0.0,2019,52.6203,-1.1422,51.555,-0.1086,137.90598281893227,2019-09-11,136.0
1687,Premier League,2019-09-21,Leicester,Tottenham,2.0,1.0,2019,52.6203,-1.1422,51.6043,-0.0665,134.75146231991434,2019-09-21,10.0
1296,Premier League,2019-09-29,Leicester,Newcastle United,5.0,0.0,2019,52.6203,-1.1422,54.9756,-1.6216,263.7813968784325,2019-09-29,8.0
927,Premier League,2019-12-04,Leicester,Newcastle United,0.0,1.0,2018,52.6203,-1.1422,54.9756,-1.6216,263.7813968784325,2019-12-04,66.0
1737,Premier League,2019-12-05,Leicester,Chelsea,0.0,0.0,2018,52.6203,-1.1422,51.4816,-0.191,142.3439686955851,2019-12-05,1.0
631,Premier League,2019-12-26,Leicester,Liverpool,0.0,4.0,2019,52.6203,-1.1422,53.4308,-2.9608,151.37005497842136,2019-12-26,21.0
680,Premier League,2020-01-02,Leicester,Chelsea,2.0,2.0,2019,52.6203,-1.1422,51.4816,-0.191,142.3439686955851,2020-01-02,7.0
390,Premier League,2020-01-22,Leicester,West Ham,4.0,1.0,2019,52.6203,-1.1422,51.5386,-0.0174,142.7385182943369,2020-01-22,20.0
916,Premier League,2020-02-22,Leicester,Manchester City,0.0,1.0,2019,52.6203,-1.1422,53.4831,-2.2004,119.18951442608396,2020-02-22,31.0
1474,Premier League,2020-04-10,Leicester,West Ham,0.0,3.0,2020,52.6203,-1.1422,51.5386,-0.0174,142.7385182943369,2020-04-10,48.0
884,Premier League,2020-07-26,Leicester,Manchester United,0.0,2.0,2019,52.6203,-1.1422,53.4631,-2.2913,121.17488217039241,2020-07-26,107.0
1061,Premier League,2020-09-03,Leicester,Aston Villa,4.0,0.0,2019,52.6203,-1.1422,52.5092,-1.884,51.63856273595368,2020-09-03,39.0
347,Premier League,2020-10-18,Leicester,Aston Villa,0.0,1.0,2020,52.6203,-1.1422,52.5092,-1.884,51.63856273595368,2020-10-18,45.0
1142,Premier League,2020-12-26,Leicester,Manchester United,2.0,2.0,2020,52.6203,-1.1422,53.4631,-2.2913,121.17488217039241,2020-12-26,69.0
1421,Premier League,2021-01-19,Leicester,Chelsea,2.0,0.0,2020,52.6203,-1.1422,51.4816,-0.191,142.3439686955851,2021-01-19,24.0
1322,Premier League,2021-02-13,Leicester,Liverpool,3.0,1.0,2020,52.6203,-1.1422,53.4308,-2.9608,151.37005497842136,2021-02-13,25.0
40,Premier League,2021-02-28,Leicester,Arsenal,1.0,3.0,2020,52.6203,-1.1422,51.555,-0.1086,137.90598281893227,2021-02-28,15.0
384,Premier League,2021-03-04,Leicester,Manchester City,0.0,2.0,2020,52.6203,-1.1422,53.4831,-2.2004,119.18951442608396,2021-03-04,4.0
1358,Premier League,2021-05-23,Leicester,Tottenham,2.0,4.0,2020,52.6203,-1.1422,51.6043,-0.0665,134.75146231991434,2021-05-23,80.0
849,Premier League,2021-07-05,Leicester,Newcastle United,2.0,4.0,2020,52.6203,-1.1422,54.9756,-1.6216,263.7813968784325,2021-07-05,43.0
1663,Premier League,2021-10-16,Leicester,Manchester United,4.0,2.0,2021,52.6203,-1.1422,53.4631,-2.2913,121.17488217039241,2021-10-16,103.0
169,Premier League,2021-10-30,Leicester,Arsenal,0.0,2.0,2021,52.6203,-1.1422,51.555,-0.1086,137.90598281893227,2021-10-30,14.0
386,Premier League,2021-11-09,Leicester,Manchester City,0.0,1.0,2021,52.6203,-1.1422,53.4831,-2.2004,119.18951442608396,2021-11-09,10.0
456,Premier League,2021-11-20,Leicester,Chelsea,0.0,3.0,2021,52.6203,-1.1422,51.4816,-0.191,142.3439686955851,2021-11-20,11.0
378,Premier League,2021-12-12,Leicester,Newcastle United,4.0,0.0,2021,52.6203,-1.1422,54.9756,-1.6216,263.7813968784325,2021-12-12,22.0
1463,Premier League,2021-12-28,Leicester,Liverpool,1.0,0.0,2021,52.6203,-1.1422,53.4308,-2.9608,151.37005497842136,2021-12-28,16.0
685,Premier League,2022-01-09,Leicester,Manchester United,0.0,1.0,2022,52.6203,-1.1422,53.4631,-2.2913,121.17488217039241,2022-01-09,12.0
426,Premier League,2022-01-19,Leicester,Tottenham,2.0,3.0,2021,52.6203,-1.1422,51.6043,-0.0665,134.75146231991434,2022-01-19,10.0
1281,Premier League,2022-02-13,Leicester,West Ham,2.0,2.0,2021,52.6203,-1.1422,51.5386,-0.0174,142.7385182943369,2022-02-13,25.0
785,Premier League,2022-04-23,Leicester,Aston Villa,0.0,0.0,2021,52.6203,-1.1422,52.5092,-1.884,51.63856273595368,2022-04-23,69.0
1273,Premier League,2022-10-29,Leicester,Manchester City,0.0,1.0,2022,52.6203,-1.1422,53.4831,-2.2004,119.18951442608396,2022-10-29,189.0
1701,Premier League,2022-12-26,Leicester,Newcastle United,0.0,3.0,2022,52.6203,-1.1422,54.9756,-1.6216,263.7813968784325,2022-12-26,58.0
358,Premier League,2023-02-25,Leicester,Arsenal,0.0,1.0,2022,52.6203,-1.1422,51.555,-0.1086,137.90598281893227,2023-02-25,61.0
325,Premier League,2023-04-04,Leicester,Aston Villa,1.0,2.0,2022,52.6203,-1.1422,52.5092,-1.884,51.63856273595368,2023-04-04,38.0
526,Premier League,2023-05-15,Leicester,Liverpool,0.0,3.0,2022,52.6203,-1.1422,53.4308,-2.9608,151.37005497842136,2023-05-15,41.0
1143,Premier League,2023-05-28,Leicester,West Ham,2.0,1.0,2022,52.6203,-1.1422,51.5386,-0.0174,142.7385182943369,2023-05-28,13.0
1807,Premier League,2023-11-02,Leicester,Tottenham,4.0,1.0,2022,52.6203,-1.1422,51.6043,-0.0665,134.75146231991434,2023-11-02,158.0
81,Premier League,2023-11-03,Leicester,Chelsea,1.0,3.0,2022,52.6203,-1.1422,51.4816,-0.191,142.3439686955851,2023-11-03,1.0
1492,Premier League,2014-08-11,Liverpool,Chelsea,1.0,2.0,2014,53.4308,-2.9608,51.4816,-0.191,286.661312217518,2014-08-11,-
1544,Premier League,2014-09-13,Liverpool,Aston Villa,0.0,1.0,2014,53.4308,-2.9608,52.5092,-1.884,125.30114629107791,2014-09-13,33.0
890,Premier League,2014-12-21,Liverpool,Arsenal,2.0,2.0,2014,53.4308,-2.9608,51.555,-0.1086,284.1968411874968,2014-12-21,99.0
1018,Premier League,2015-01-01,Liverpool,Leicester,2.0,2.0,2014,53.4308,-2.9608,52.6203,-1.1422,151.37005497842136,2015-01-01,11.0
142,Premier League,2015-01-03,Liverpool,Manchester City,2.0,1.0,2014,53.4308,-2.9608,53.4831,-2.2004,50.679402882060415,2015-01-03,2.0
1044,Premier League,2015-01-31,Liverpool,West Ham,2.0,0.0,2014,53.4308,-2.9608,51.5386,-0.0174,289.77068937593515,2015-01-31,28.0
333,Premier League,2015-03-22,Liverpool,Manchester United,1.0,2.0,2014,53.4308,-2.9608,53.4631,-2.2913,44.482041924536944,2015-03-22,50.0
1015,Premier League,2015-04-13,Liverpool,Newcastle United,2.0,0.0,2014,53.4308,-2.9608,54.9756,-1.6216,192.58623935329436,2015-04-13,22.0
1702,Premier League,2015-08-29,Liverpool,West Ham,0.0,3.0,2015,53.4308,-2.9608,51.5386,-0.0174,289.77068937593515,2015-08-29,138.0
1002,Premier League,2015-09-26,Liverpool,Aston Villa,3.0,2.0,2015,53.4308,-2.9608,52.5092,-1.884,125.30114629107791,2015-09-26,28.0
207,Premier League,2015-10-02,Liverpool,Tottenham,3.0,2.0,2014,53.4308,-2.9608,51.6043,-0.0665,282.09414253290646,2015-10-02,6.0
1053,Premier League,2015-12-26,Liverpool,Leicester,1.0,0.0,2015,53.4308,-2.9608,52.6203,-1.1422,151.37005497842136,2015-12-26,85.0
847,Premier League,2016-01-13,Liverpool,Arsenal,3.0,3.0,2015,53.4308,-2.9608,51.555,-0.1086,284.1968411874968,2016-01-13,18.0
781,Premier League,2016-01-17,Liverpool,Manchester United,0.0,1.0,2015,53.4308,-2.9608,53.4631,-2.2913,44.482041924536944,2016-01-17,4.0
1441,Premier League,2016-02-03,Liverpool,Manchester City,3.0,0.0,2015,53.4308,-2.9608,53.4831,-2.2004,50.679402882060415,2016-02-03,17.0
185,Premier League,2016-02-04,Liverpool,Tottenham,1.0,1.0,2015,53.4308,-2.9608,51.6043,-0.0665,282.09414253290646,2016-02-04,1.0
400,Premier League,2016-04-23,Liverpool,Newcastle United,2.0,2.0,2015,53.4308,-2.9608,54.9756,-1.6216,192.58623935329436,2016-04-23,79.0
273,Premier League,2016-10-09,Liverpool,Leicester,4.0,1.0,2016,53.4308,-2.9608,52.6203,-1.1422,151.37005497842136,2016-10-09,169.0
354,Premier League,2016-10-17,Liverpool,Manchester United,0.0,0.0,2016,53.4308,-2.9608,53.4631,-2.2913,44.482041924536944,2016-10-17,8.0
1251,Premier League,2016-11-05,Liverpool,Chelsea,1.0,1.0,2015,53.4308,-2.9608,51.4816,-0.191,286.661312217518,2016-11-05,19.0
96,Premier League,2016-11-12,Liverpool,West Ham,2.0,2.0,2016,53.4308,-2.9608,51.5386,-0.0174,289.77068937593515,2016-11-12,7.0
1540,Premier League,2016-12-31,Liverpool,Manchester City,1.0,0.0,2016,53.4308,-2.9608,53.4831,-2.2004,50.679402882060415,2016-12-31,49.0
1006,Premier League,2017-01-31,Liverpool,Chelsea,1.0,1.0,2016,53.4308,-2.9608,51.4816,-0.191,286.661312217518,2017-01-31,31.0
1610,Premier League,2017-04-03,Liverpool,Arsenal,3.0,1.0,2016,53.4308,-2.9608,51.555,-0.1086,284.1968411874968,2017-04-03,62.0
892,Premier League,2017-08-27,Liverpool,Arsenal,4.0,0.0,2017,53.4308,-2.9608,51.555,-0.1086,284.1968411874968,2017-08-27,146.0
383,Premier League,2017-10-14,Liverpool,Manchester United,0.0,0.0,2017,53.4308,-2.9608,53.4631,-2.2913,44.482041924536944,2017-10-14,48.0
1331,Premier League,2017-11-02,Liverpool,Tottenham,2.0,0.0,2016,53.4308,-2.9608,51.6043,-0.0665,282.09414253290646,2017-11-02,19.0
840,Premier League,2017-11-25,Liverpool,Chelsea,1.0,1.0,2017,53.4308,-2.9608,51.4816,-0.191,286.661312217518,2017-11-25,23.0
227,Premier League,2017-12-30,Liverpool,Leicester,2.0,1.0,2017,53.4308,-2.9608,52.6203,-1.1422,151.37005497842136,2017-12-30,35.0
1591,Premier League,2018-01-14,Liverpool,Manchester City,4.0,3.0,2017,53.4308,-2.9608,53.4831,-2.2004,50.679402882060415,2018-01-14,15.0
532,Premier League,2018-02-24,Liverpool,West Ham,4.0,1.0,2017,53.4308,-2.9608,51.5386,-0.0174,289.77068937593515,2018-02-24,41.0
276,Premier League,2018-03-03,Liverpool,Newcastle United,2.0,0.0,2017,53.4308,-2.9608,54.9756,-1.6216,192.58623935329436,2018-03-03,7.0
728,Premier League,2018-04-02,Liverpool,Tottenham,2.0,2.0,2017,53.4308,-2.9608,51.6043,-0.0665,282.09414253290646,2018-04-02,30.0
864,Premier League,2018-07-10,Liverpool,Manchester City,0.0,0.0,2018,53.4308,-2.9608,53.4831,-2.2004,50.679402882060415,2018-07-10,99.0
974,Premier League,2018-12-08,Liverpool,West Ham,4.0,0.0,2018,53.4308,-2.9608,51.5386,-0.0174,289.77068937593515,2018-12-08,151.0
1328,Premier League,2018-12-16,Liverpool,Manchester United,3.0,1.0,2018,53.4308,-2.9608,53.4631,-2.2913,44.482041924536944,2018-12-16,8.0
1828,Premier League,2018-12-26,Liverpool,Newcastle United,4.0,0.0,2018,53.4308,-2.9608,54.9756,-1.6216,192.58623935329436,2018-12-26,10.0
152,Premier League,2018-12-29,Liverpool,Arsenal,5.0,1.0,2018,53.4308,-2.9608,51.555,-0.1086,284.1968411874968,2018-12-29,3.0
17,Premier League,2019-01-30,Liverpool,Leicester,1.0,1.0,2018,53.4308,-2.9608,52.6203,-1.1422,151.37005497842136,2019-01-30,32.0
244,Premier League,2019-03-31,Liverpool,Tottenham,2.0,1.0,2018,53.4308,-2.9608,51.6043,-0.0665,282.09414253290646,2019-03-31,60.0
686,Premier League,2019-04-14,Liverpool,Chelsea,2.0,0.0,2018,53.4308,-2.9608,51.4816,-0.191,286.661312217518,2019-04-14,14.0
27,Premier League,2019-05-10,Liverpool,Leicester,2.0,1.0,2019,53.4308,-2.9608,52.6203,-1.1422,151.37005497842136,2019-05-10,26.0
1182,Premier League,2019-08-24,Liverpool,Arsenal,3.0,1.0,2019,53.4308,-2.9608,51.555,-0.1086,284.1968411874968,2019-08-24,106.0
1134,Premier League,2019-09-14,Liverpool,Newcastle United,3.0,1.0,2019,53.4308,-2.9608,54.9756,-1.6216,192.58623935329436,2019-09-14,21.0
1429,Premier League,2019-10-11,Liverpool,Manchester City,3.0,1.0,2019,53.4308,-2.9608,53.4831,-2.2004,50.679402882060415,2019-10-11,27.0
1538,Premier League,2019-10-27,Liverpool,Tottenham,2.0,1.0,2019,53.4308,-2.9608,51.6043,-0.0665,282.09414253290646,2019-10-27,16.0
1329,Premier League,2020-01-19,Liverpool,Manchester United,2.0,0.0,2019,53.4308,-2.9608,53.4631,-2.2913,44.482041924536944,2020-01-19,84.0
1397,Premier League,2020-02-24,Liverpool,West Ham,3.0,2.0,2019,53.4308,-2.9608,51.5386,-0.0174,289.77068937593515,2020-02-24,36.0
1272,Premier League,2020-05-07,Liverpool,Aston Villa,2.0,0.0,2019,53.4308,-2.9608,52.5092,-1.884,125.30114629107791,2020-05-07,73.0
1841,Premier League,2020-07-22,Liverpool,Chelsea,5.0,3.0,2019,53.4308,-2.9608,51.4816,-0.191,286.661312217518,2020-07-22,76.0
1187,Premier League,2020-09-28,Liverpool,Arsenal,3.0,1.0,2020,53.4308,-2.9608,51.555,-0.1086,284.1968411874968,2020-09-28,68.0
186,Premier League,2020-10-31,Liverpool,West Ham,2.0,1.0,2020,53.4308,-2.9608,51.5386,-0.0174,289.77068937593515,2020-10-31,33.0
1736,Premier League,2020-11-22,Liverpool,Leicester,3.0,0.0,2020,53.4308,-2.9608,52.6203,-1.1422,151.37005497842136,2020-11-22,22.0
1293,Premier League,2020-12-16,Liverpool,Tottenham,2.0,1.0,2020,53.4308,-2.9608,51.6043,-0.0665,282.09414253290646,2020-12-16,24.0
1526,Premier League,2021-01-17,Liverpool,Manchester United,0.0,0.0,2020,53.4308,-2.9608,53.4631,-2.2913,44.482041924536944,2021-01-17,32.0
291,Premier League,2021-03-10,Liverpool,Manchester City,2.0,2.0,2021,53.4308,-2.9608,53.4831,-2.2004,50.679402882060415,2021-03-10,52.0
857,Premier League,2021-04-03,Liverpool,Chelsea,0.0,1.0,2020,53.4308,-2.9608,51.4816,-0.191,286.661312217518,2021-04-03,24.0
1481,Premier League,2021-04-24,Liverpool,Newcastle United,1.0,1.0,2020,53.4308,-2.9608,54.9756,-1.6216,192.58623935329436,2021-04-24,21.0
1731,Premier League,2021-07-02,Liverpool,Manchester City,1.0,4.0,2020,53.4308,-2.9608,53.4831,-2.2004,50.679402882060415,2021-07-02,69.0
687,Premier League,2021-08-28,Liverpool,Chelsea,1.0,1.0,2021,53.4308,-2.9608,51.4816,-0.191,286.661312217518,2021-08-28,57.0
1056,Premier League,2021-10-04,Liverpool,Aston Villa,2.0,1.0,2020,53.4308,-2.9608,52.5092,-1.884,125.30114629107791,2021-10-04,37.0
750,Premier League,2021-11-12,Liverpool,Aston Villa,1.0,0.0,2021,53.4308,-2.9608,52.5092,-1.884,125.30114629107791,2021-11-12,39.0
628,Premier League,2021-11-20,Liverpool,Arsenal,4.0,0.0,2021,53.4308,-2.9608,51.555,-0.1086,284.1968411874968,2021-11-20,8.0
1788,Premier League,2021-12-16,Liverpool,Newcastle United,3.0,1.0,2021,53.4308,-2.9608,54.9756,-1.6216,192.58623935329436,2021-12-16,26.0
1363,Premier League,2022-04-19,Liverpool,Manchester United,4.0,0.0,2021,53.4308,-2.9608,53.4631,-2.2913,44.482041924536944,2022-04-19,124.0
614,Premier League,2022-05-03,Liverpool,West Ham,1.0,0.0,2021,53.4308,-2.9608,51.5386,-0.0174,289.77068937593515,2022-05-03,14.0
1695,Premier League,2022-07-05,Liverpool,Tottenham,1.0,1.0,2021,53.4308,-2.9608,51.6043,-0.0665,282.09414253290646,2022-07-05,63.0
1577,Premier League,2022-08-31,Liverpool,Newcastle United,2.0,1.0,2022,53.4308,-2.9608,54.9756,-1.6216,192.58623935329436,2022-08-31,57.0
512,Premier League,2022-10-02,Liverpool,Leicester,2.0,0.0,2021,53.4308,-2.9608,52.6203,-1.1422,151.37005497842136,2022-10-02,32.0
392,Premier League,2022-10-16,Liverpool,Manchester City,1.0,0.0,2022,53.4308,-2.9608,53.4831,-2.2004,50.679402882060415,2022-10-16,14.0
1171,Premier League,2022-10-19,Liverpool,West Ham,1.0,0.0,2022,53.4308,-2.9608,51.5386,-0.0174,289.77068937593515,2022-10-19,3.0
1803,Premier League,2022-12-30,Liverpool,Leicester,2.0,1.0,2022,53.4308,-2.9608,52.6203,-1.1422,151.37005497842136,2022-12-30,72.0
200,Premier League,2023-01-21,Liverpool,Chelsea,0.0,0.0,2022,53.4308,-2.9608,51.4816,-0.191,286.661312217518,2023-01-21,22.0
507,Premier League,2023-04-30,Liverpool,Tottenham,4.0,3.0,2022,53.4308,-2.9608,51.6043,-0.0665,282.09414253290646,2023-04-30,99.0
1637,Premier League,2023-05-03,Liverpool,Manchester United,7.0,0.0,2022,53.4308,-2.9608,53.4631,-2.2913,44.482041924536944,2023-05-03,3.0
1244,Premier League,2023-05-20,Liverpool,Aston Villa,1.0,1.0,2022,53.4308,-2.9608,52.5092,-1.884,125.30114629107791,2023-05-20,17.0
989,Premier League,2023-09-04,Liverpool,Arsenal,2.0,2.0,2022,53.4308,-2.9608,51.555,-0.1086,284.1968411874968,2023-09-04,107.0
997,Premier League,2014-02-11,Manchester City,Manchester United,1.0,0.0,2014,53.4831,-2.2004,53.4631,-2.2913,6.413941637333154,2014-02-11,-
1391,Premier League,2014-08-25,Manchester City,Liverpool,3.0,1.0,2014,53.4831,-2.2004,53.4308,-2.9608,50.679402882060415,2014-08-25,195.0
837,Premier League,2014-09-21,Manchester City,Chelsea,1.0,1.0,2014,53.4831,-2.2004,51.4816,-0.191,260.8346870052103,2014-09-21,27.0
630,Premier League,2014-10-18,Manchester City,Tottenham,4.0,1.0,2014,53.4831,-2.2004,51.6043,-0.0665,253.8798380331937,2014-10-18,27.0
1410,Premier League,2015-01-18,Manchester City,Arsenal,0.0,2.0,2014,53.4831,-2.2004,51.555,-0.1086,256.87433356770003,2015-01-18,92.0
1029,Premier League,2015-02-21,Manchester City,Newcastle United,5.0,0.0,2014,53.4831,-2.2004,54.9756,-1.6216,170.16751229324979,2015-02-21,34.0
75,Premier League,2015-03-10,Manchester City,Newcastle United,6.0,1.0,2015,53.4831,-2.2004,54.9756,-1.6216,170.16751229324979,2015-03-10,17.0
1732,Premier League,2015-04-03,Manchester City,Leicester,2.0,0.0,2014,53.4831,-2.2004,52.6203,-1.1422,119.18951442608396,2015-04-03,24.0
1168,Premier League,2015-04-19,Manchester City,West Ham,2.0,0.0,2014,53.4831,-2.2004,51.5386,-0.0174,261.841873990138,2015-04-19,16.0
579,Premier League,2015-04-25,Manchester City,Aston Villa,3.0,2.0,2014,53.4831,-2.2004,52.5092,-1.884,110.34323248405991,2015-04-25,6.0
1090,Premier League,2015-08-16,Manchester City,Chelsea,3.0,0.0,2015,53.4831,-2.2004,51.4816,-0.191,260.8346870052103,2015-08-16,113.0
1113,Premier League,2015-09-19,Manchester City,West Ham,1.0,2.0,2015,53.4831,-2.2004,51.5386,-0.0174,261.841873990138,2015-09-19,34.0
1373,Premier League,2015-11-21,Manchester City,Liverpool,1.0,4.0,2015,53.4831,-2.2004,53.4308,-2.9608,50.679402882060415,2015-11-21,63.0
1523,Premier League,2016-02-14,Manchester City,Tottenham,1.0,2.0,2015,53.4831,-2.2004,51.6043,-0.0665,253.8798380331937,2016-02-14,85.0
1711,Premier League,2016-03-12,Manchester City,Chelsea,1.0,3.0,2016,53.4831,-2.2004,51.4816,-0.191,260.8346870052103,2016-03-12,27.0
1757,Premier League,2016-03-20,Manchester City,Manchester United,0.0,1.0,2015,53.4831,-2.2004,53.4631,-2.2913,6.413941637333154,2016-03-20,8.0
758,Premier League,2016-05-03,Manchester City,Aston Villa,4.0,0.0,2015,53.4831,-2.2004,52.5092,-1.884,110.34323248405991,2016-05-03,44.0
650,Premier League,2016-06-02,Manchester City,Leicester,1.0,3.0,2015,53.4831,-2.2004,52.6203,-1.1422,119.18951442608396,2016-06-02,30.0
626,Premier League,2016-08-05,Manchester City,Arsenal,2.0,2.0,2015,53.4831,-2.2004,51.555,-0.1086,256.87433356770003,2016-08-05,64.0
370,Premier League,2016-08-28,Manchester City,West Ham,3.0,1.0,2016,53.4831,-2.2004,51.5386,-0.0174,261.841873990138,2016-08-28,23.0
1771,Premier League,2016-12-18,Manchester City,Arsenal,2.0,1.0,2016,53.4831,-2.2004,51.555,-0.1086,256.87433356770003,2016-12-18,112.0
136,Premier League,2017-01-21,Manchester City,Tottenham,2.0,2.0,2016,53.4831,-2.2004,51.6043,-0.0665,253.8798380331937,2017-01-21,34.0
1247,Premier League,2017-03-12,Manchester City,West Ham,2.0,1.0,2017,53.4831,-2.2004,51.5386,-0.0174,261.841873990138,2017-03-12,50.0
887,Premier League,2017-03-19,Manchester City,Liverpool,1.0,1.0,2016,53.4831,-2.2004,53.4308,-2.9608,50.679402882060415,2017-03-19,7.0
889,Premier League,2017-04-27,Manchester City,Manchester United,0.0,0.0,2016,53.4831,-2.2004,53.4631,-2.2913,6.413941637333154,2017-04-27,39.0
1132,Premier League,2017-05-11,Manchester City,Arsenal,3.0,1.0,2017,53.4831,-2.2004,51.555,-0.1086,256.87433356770003,2017-05-11,14.0
1021,Premier League,2017-05-13,Manchester City,Leicester,2.0,1.0,2016,53.4831,-2.2004,52.6203,-1.1422,119.18951442608396,2017-05-13,2.0
372,Premier League,2017-09-09,Manchester City,Liverpool,5.0,0.0,2017,53.4831,-2.2004,53.4308,-2.9608,50.679402882060415,2017-09-09,119.0
71,Premier League,2017-12-16,Manchester City,Tottenham,4.0,1.0,2017,53.4831,-2.2004,51.6043,-0.0665,253.8798380331937,2017-12-16,98.0
1633,Premier League,2018-01-09,Manchester City,Newcastle United,2.0,1.0,2018,53.4831,-2.2004,54.9756,-1.6216,170.16751229324979,2018-01-09,24.0
1033,Premier League,2018-01-20,Manchester City,Newcastle United,3.0,1.0,2017,53.4831,-2.2004,54.9756,-1.6216,170.16751229324979,2018-01-20,11.0
804,Premier League,2018-04-03,Manchester City,Chelsea,1.0,0.0,2017,53.4831,-2.2004,51.4816,-0.191,260.8346870052103,2018-04-03,73.0
789,Premier League,2018-07-04,Manchester City,Manchester United,2.0,3.0,2017,53.4831,-2.2004,53.4631,-2.2913,6.413941637333154,2018-07-04,92.0
1488,Premier League,2018-10-02,Manchester City,Leicester,5.0,1.0,2017,53.4831,-2.2004,52.6203,-1.1422,119.18951442608396,2018-10-02,90.0
340,Premier League,2018-11-11,Manchester City,Manchester United,3.0,1.0,2018,53.4831,-2.2004,53.4631,-2.2913,6.413941637333154,2018-11-11,40.0
