,league,date,home_team,away_team,home_score,away_score,season,home_latitude,home_longitude,away_latitude,away_longitude,distance_km,prev_match_date,days_rest
1325,Brazilian Serie A,2021-11-21,Corinthians,Santos,2.0,0.0,2021,-23.5452,-46.4743,-23.9535,-46.3332,47.61802251107203,2021-11-21,57.0
966,Brazilian Serie A,2021-12-05,Corinthians,Gremio,1.0,1.0,2021,-23.5452,-46.4743,-29.9731,-51.1947,854.4531873597641,2021-12-05,14.0
194,Brazilian Serie A,2022-05-22,Corinthians,Sao Paulo,1.0,1.0,2022,-23.5452,-46.4743,-23.5989,-46.7172,25.465493858505262,2022-05-22,168.0
842,Brazilian Serie A,2022-06-25,Corinthians,Santos,0.0,0.0,2022,-23.5452,-46.4743,-23.9535,-46.3332,47.61802251107203,2022-06-25,34.0
105,Brazilian Serie A,2022-07-10,Corinthians,Flamengo,1.0,0.0,2022,-23.5452,-46.4743,-22.9121,-43.2302,338.8696578681701,2022-07-10,15.0
1326,Brazilian Serie A,2022-07-30,Corinthians,Botafogo,1.0,0.0,2022,-23.5452,-46.4743,-22.8927,-43.2973,332.6531186117776,2022-07-30,20.0
365,Brazilian Serie A,2022-08-13,Corinthians,Palmeiras,0.0,1.0,2022,-23.5452,-46.4743,-23.5273,-46.6785,20.911972912582776,2022-08-13,14.0
321,Brazilian Serie A,2022-09-04,Corinthians,Internacional,2.0,2.0,2022,-23.5452,-46.4743,-30.0656,-51.2356,865.1703044997904,2022-09-04,22.0
348,Brazilian Serie A,2022-09-28,Corinthians,Atletico Mineiro,2.0,1.0,2022,-23.5452,-46.4743,-19.8658,-43.9697,484.05089440519293,2022-09-28,24.0
453,Brazilian Serie A,2014-04-27,Cruzeiro,Sao Paulo,1.0,1.0,2014,-19.8657,-43.9706,-23.5989,-46.7172,502.7531160010448,2014-04-27,-
90,Brazilian Serie A,2014-06-01,Cruzeiro,Flamengo,3.0,0.0,2014,-19.8657,-43.9706,-22.9121,-43.2302,347.3069762517366,2014-06-01,35.0
62,Brazilian Serie A,2014-08-17,Cruzeiro,Santos,3.0,0.0,2014,-19.8657,-43.9706,-23.9535,-46.3332,515.7295406276819,2014-08-17,77.0
1105,Brazilian Serie A,2014-08-21,Cruzeiro,Gremio,1.0,0.0,2014,-19.8657,-43.9706,-29.9731,-51.1947,1338.4492819471907,2014-08-21,4.0
558,Brazilian Serie A,2014-10-04,Cruzeiro,Internacional,2.0,1.0,2014,-19.8657,-43.9706,-30.0656,-51.2356,1349.1560255068782,2014-10-04,44.0
1350,Brazilian Serie A,2014-10-08,Cruzeiro,Corinthians,0.0,1.0,2014,-19.8657,-43.9706,-23.5452,-46.4743,484.0106708179525,2014-10-08,4.0
1052,Brazilian Serie A,2014-10-22,Cruzeiro,Palmeiras,1.0,1.0,2014,-19.8657,-43.9706,-23.5273,-46.6785,493.967478973716,2014-10-22,14.0
1515,Brazilian Serie A,2014-11-02,Cruzeiro,Botafogo,2.0,1.0,2014,-19.8657,-43.9706,-22.8927,-43.2973,343.7287722927009,2014-11-02,11.0
21,Brazilian Serie A,2015-05-10,Cruzeiro,Corinthians,0.0,1.0,2015,-19.8657,-43.9706,-23.5452,-46.4743,484.0106708179525,2015-05-10,189.0
135,Brazilian Serie A,2015-06-03,Cruzeiro,Flamengo,1.0,0.0,2015,-19.8657,-43.9706,-22.9121,-43.2302,347.3069762517366,2015-06-03,24.0
1599,Brazilian Serie A,2015-08-09,Cruzeiro,Palmeiras,2.0,1.0,2015,-19.8657,-43.9706,-23.5273,-46.6785,493.967478973716,2015-08-09,67.0
138,Brazilian Serie A,2015-08-16,Cruzeiro,Internacional,0.0,0.0,2015,-19.8657,-43.9706,-30.0656,-51.2356,1349.1560255068782,2015-08-16,7.0
901,Brazilian Serie A,2015-08-30,Cruzeiro,Santos,0.0,1.0,2015,-19.8657,-43.9706,-23.9535,-46.3332,515.7295406276819,2015-08-30,14.0
350,Brazilian Serie A,2015-10-04,Cruzeiro,Gremio,0.0,0.0,2015,-19.8657,-43.9706,-29.9731,-51.1947,1338.4492819471907,2015-10-04,35.0
448,Brazilian Serie A,2015-11-08,Cruzeiro,Sao Paulo,2.0,1.0,2015,-19.8657,-43.9706,-23.5989,-46.7172,502.7531160010448,2015-11-08,35.0
772,Brazilian Serie A,2016-06-05,Cruzeiro,Sao Paulo,0.0,1.0,2016,-19.8657,-43.9706,-23.5989,-46.7172,502.7531160010448,2016-06-05,210.0
548,Brazilian Serie A,2016-06-15,Cruzeiro,Flamengo,0.0,1.0,2016,-19.8657,-43.9706,-22.9121,-43.2302,347.3069762517366,2016-06-15,10.0
1167,Brazilian Serie A,2016-06-25,Cruzeiro,Palmeiras,2.0,1.0,2016,-19.8657,-43.9706,-23.5273,-46.6785,493.967478973716,2016-06-25,10.0
663,Brazilian Serie A,2016-08-04,Cruzeiro,Internacional,4.0,2.0,2016,-19.8657,-43.9706,-30.0656,-51.2356,1349.1560255068782,2016-08-04,40.0
1332,Brazilian Serie A,2016-09-11,Cruzeiro,Botafogo,0.0,2.0,2016,-19.8657,-43.9706,-22.8927,-43.2973,343.7287722927009,2016-09-11,38.0
1430,Brazilian Serie A,2016-10-01,Cruzeiro,Gremio,1.0,0.0,2016,-19.8657,-43.9706,-29.9731,-51.1947,1338.4492819471907,2016-10-01,20.0
1227,Brazilian Serie A,2016-11-20,Cruzeiro,Santos,2.0,2.0,2016,-19.8657,-43.9706,-23.9535,-46.3332,515.7295406276819,2016-11-20,50.0
18,Brazilian Serie A,2016-12-11,Cruzeiro,Corinthians,3.0,2.0,2016,-19.8657,-43.9706,-23.5452,-46.4743,484.0106708179525,2016-12-11,21.0
415,Brazilian Serie A,2017-05-14,Cruzeiro,Sao Paulo,1.0,0.0,2017,-19.8657,-43.9706,-23.5989,-46.7172,502.7531160010448,2017-05-14,154.0
760,Brazilian Serie A,2017-06-11,Cruzeiro,Atletico Mineiro,2.0,0.0,2017,-19.8657,-43.9706,-19.8658,-43.9697,0.09477464890206722,2017-06-11,28.0
1215,Brazilian Serie A,2017-06-19,Cruzeiro,Gremio,3.0,3.0,2017,-19.8657,-43.9706,-29.9731,-51.1947,1338.4492819471907,2017-06-19,8.0
1698,Brazilian Serie A,2017-07-09,Cruzeiro,Palmeiras,3.0,1.0,2017,-19.8657,-43.9706,-23.5273,-46.6785,493.967478973716,2017-07-09,20.0
66,Brazilian Serie A,2017-07-16,Cruzeiro,Flamengo,1.0,1.0,2017,-19.8657,-43.9706,-22.9121,-43.2302,347.3069762517366,2017-07-16,7.0
1806,Brazilian Serie A,2017-08-06,Cruzeiro,Botafogo,0.0,0.0,2017,-19.8657,-43.9706,-22.8927,-43.2973,343.7287722927009,2017-08-06,21.0
1588,Brazilian Serie A,2017-08-27,Cruzeiro,Santos,1.0,1.0,2017,-19.8657,-43.9706,-23.9535,-46.3332,515.7295406276819,2017-08-27,21.0
457,Brazilian Serie A,2017-10-01,Cruzeiro,Corinthians,1.0,1.0,2017,-19.8657,-43.9706,-23.5452,-46.4743,484.0106708179525,2017-10-01,35.0
1659,Brazilian Serie A,2018-04-14,Cruzeiro,Gremio,0.0,1.0,2018,-19.8657,-43.9706,-29.9731,-51.1947,1338.4492819471907,2018-04-14,195.0
225,Brazilian Serie A,2018-05-06,Cruzeiro,Botafogo,1.0,0.0,2018,-19.8657,-43.9706,-22.8927,-43.2973,343.7287722927009,2018-05-06,22.0
58,Brazilian Serie A,2018-05-30,Cruzeiro,Palmeiras,1.0,0.0,2018,-19.8657,-43.9706,-23.5273,-46.6785,493.967478973716,2018-05-30,24.0
191,Brazilian Serie A,2018-07-29,Cruzeiro,Sao Paulo,0.0,2.0,2018,-19.8657,-43.9706,-23.5989,-46.7172,502.7531160010448,2018-07-29,60.0
82,Brazilian Serie A,2018-09-02,Cruzeiro,Internacional,0.0,0.0,2018,-19.8657,-43.9706,-30.0656,-51.2356,1349.1560255068782,2018-09-02,35.0
1547,Brazilian Serie A,2018-09-23,Cruzeiro,Santos,2.0,1.0,2018,-19.8657,-43.9706,-23.9535,-46.3332,515.7295406276819,2018-09-23,21.0
591,Brazilian Serie A,2018-11-14,Cruzeiro,Corinthians,1.0,0.0,2018,-19.8657,-43.9706,-23.5452,-46.4743,484.0106708179525,2018-11-14,52.0
1811,Brazilian Serie A,2018-11-25,Cruzeiro,Flamengo,0.0,2.0,2018,-19.8657,-43.9706,-22.9121,-43.2302,347.3069762517366,2018-11-25,11.0
1216,Brazilian Serie A,2019-06-08,Cruzeiro,Corinthians,0.0,0.0,2019,-19.8657,-43.9706,-23.5452,-46.4743,484.0106708179525,2019-06-08,195.0
954,Brazilian Serie A,2019-07-14,Cruzeiro,Botafogo,0.0,0.0,2019,-19.8657,-43.9706,-22.8927,-43.2973,343.7287722927009,2019-07-14,36.0
846,Brazilian Serie A,2019-08-18,Cruzeiro,Santos,2.0,0.0,2019,-19.8657,-43.9706,-23.9535,-46.3332,515.7295406276819,2019-08-18,35.0
656,Brazilian Serie A,2019-09-08,Cruzeiro,Gremio,1.0,4.0,2019,-19.8657,-43.9706,-29.9731,-51.1947,1338.4492819471907,2019-09-08,21.0
935,Brazilian Serie A,2019-09-21,Cruzeiro,Flamengo,1.0,2.0,2019,-19.8657,-43.9706,-22.9121,-43.2302,347.3069762517366,2019-09-21,13.0
1437,Brazilian Serie A,2019-10-05,Cruzeiro,Internacional,1.0,1.0,2019,-19.8657,-43.9706,-30.0656,-51.2356,1349.1560255068782,2019-10-05,14.0
570,Brazilian Serie A,2019-10-16,Cruzeiro,Sao Paulo,1.0,0.0,2019,-19.8657,-43.9706,-23.5989,-46.7172,502.7531160010448,2019-10-16,11.0
1796,Brazilian Serie A,2019-12-08,Cruzeiro,Palmeiras,0.0,2.0,2019,-19.8657,-43.9706,-23.5273,-46.6785,493.967478973716,2019-12-08,53.0
1830,MLS,2014-03-29,DC United,Chicago Fire FC,2.0,2.0,2014,38.8684,-77.0122,41.8623,-87.6167,957.3274402281954,2014-03-29,-
488,MLS,2014-04-12,DC United,New York Red Bulls,1.0,0.0,2014,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2014-04-12,14.0
382,MLS,2014-05-21,DC United,Houston Dynamo,2.0,0.0,2014,38.8684,-77.0122,29.7522,-95.3525,1960.3400629486541,2014-05-21,39.0
88,MLS,2014-05-31,DC United,Sporting Kansas City,1.0,0.0,2014,38.8684,-77.0122,39.1215,-94.823,1537.011411745843,2014-05-31,10.0
1092,MLS,2014-06-28,DC United,Seattle Sounders,0.0,1.0,2014,38.8684,-77.0122,47.5952,-122.3316,3740.2696655692584,2014-06-28,28.0
101,MLS,2014-08-31,DC United,New York Red Bulls,2.0,0.0,2014,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2014-08-31,64.0
1164,MLS,2014-09-27,DC United,Philadelphia Union,1.0,0.0,2014,38.8684,-77.0122,39.8322,-75.3781,176.70888508326698,2014-09-27,27.0
1126,MLS,2014-10-03,DC United,Sporting Kansas City,0.0,0.0,2014,38.8684,-77.0122,39.1215,-94.823,1537.011411745843,2014-10-03,6.0
801,MLS,2014-10-18,DC United,Chicago Fire FC,2.0,1.0,2014,38.8684,-77.0122,41.8623,-87.6167,957.3274402281954,2014-10-18,15.0
1082,MLS,2014-11-08,DC United,New York Red Bulls,2.0,1.0,2014,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2014-11-08,21.0
1645,MLS,2015-03-28,DC United,LA Galaxy,1.0,0.0,2015,38.8684,-77.0122,33.8644,-118.2611,3703.3506212672633,2015-03-28,140.0
1290,MLS,2015-04-11,DC United,New York Red Bulls,2.0,2.0,2015,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2015-04-11,14.0
270,MLS,2015-04-18,DC United,Houston Dynamo,1.0,1.0,2015,38.8684,-77.0122,29.7522,-95.3525,1960.3400629486541,2015-04-18,7.0
34,MLS,2015-05-09,DC United,Sporting Kansas City,1.0,1.0,2015,38.8684,-77.0122,39.1215,-94.823,1537.011411745843,2015-05-09,21.0
757,MLS,2015-05-30,DC United,Philadelphia Union,2.0,1.0,2015,38.8684,-77.0122,39.8322,-75.3781,176.70888508326698,2015-05-30,21.0
69,MLS,2015-06-03,DC United,Chicago Fire FC,3.0,1.0,2015,38.8684,-77.0122,41.8623,-87.6167,957.3274402281954,2015-06-03,4.0
1532,MLS,2015-07-26,DC United,Philadelphia Union,3.0,2.0,2015,38.8684,-77.0122,39.8322,-75.3781,176.70888508326698,2015-07-26,53.0
546,MLS,2015-10-18,DC United,Chicago Fire FC,4.0,0.0,2015,38.8684,-77.0122,41.8623,-87.6167,957.3274402281954,2015-10-18,84.0
1009,MLS,2015-11-01,DC United,New York Red Bulls,0.0,1.0,2015,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2015-11-01,14.0
1682,MLS,2016-05-13,DC United,New York Red Bulls,2.0,0.0,2016,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2016-05-13,194.0
12,MLS,2016-06-01,DC United,Seattle Sounders,0.0,2.0,2016,38.8684,-77.0122,47.5952,-122.3316,3740.2696655692584,2016-06-01,19.0
815,MLS,2016-08-06,DC United,Philadelphia Union,2.0,2.0,2016,38.8684,-77.0122,39.8322,-75.3781,176.70888508326698,2016-08-06,66.0
1483,MLS,2016-08-13,DC United,Portland Timbers,2.0,0.0,2016,38.8684,-77.0122,45.5215,-122.6919,3782.353863218892,2016-08-13,7.0
1717,MLS,2016-08-21,DC United,New York Red Bulls,2.0,2.0,2016,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2016-08-21,8.0
1302,MLS,2016-08-27,DC United,Chicago Fire FC,6.0,2.0,2016,38.8684,-77.0122,41.8623,-87.6167,957.3274402281954,2016-08-27,6.0
1587,MLS,2017-03-04,DC United,Sporting Kansas City,0.0,0.0,2017,38.8684,-77.0122,39.1215,-94.823,1537.011411745843,2017-03-04,189.0
139,MLS,2017-04-01,DC United,Philadelphia Union,2.0,1.0,2017,38.8684,-77.0122,39.8322,-75.3781,176.70888508326698,2017-04-01,28.0
251,MLS,2017-05-13,DC United,Philadelphia Union,0.0,4.0,2017,38.8684,-77.0122,39.8322,-75.3781,176.70888508326698,2017-05-13,42.0
1076,MLS,2017-05-20,DC United,Chicago Fire FC,0.0,1.0,2017,38.8684,-77.0122,41.8623,-87.6167,957.3274402281954,2017-05-20,7.0
1242,MLS,2017-06-03,DC United,LA Galaxy,0.0,0.0,2017,38.8684,-77.0122,33.8644,-118.2611,3703.3506212672633,2017-06-03,14.0
353,MLS,2017-07-22,DC United,Houston Dynamo,1.0,3.0,2017,38.8684,-77.0122,29.7522,-95.3525,1960.3400629486541,2017-07-22,49.0
1609,MLS,2017-10-22,DC United,New York Red Bulls,1.0,2.0,2017,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2017-10-22,92.0
782,MLS,2018-03-17,DC United,Houston Dynamo,2.0,2.0,2018,38.8684,-77.0122,29.7522,-95.3525,1960.3400629486541,2018-03-17,146.0
534,MLS,2018-07-25,DC United,New York Red Bulls,0.0,1.0,2018,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2018-07-25,130.0
137,MLS,2018-08-15,DC United,Portland Timbers,4.0,1.0,2018,38.8684,-77.0122,45.5215,-122.6919,3782.353863218892,2018-08-15,21.0
167,MLS,2018-08-29,DC United,Philadelphia Union,0.0,2.0,2018,38.8684,-77.0122,39.8322,-75.3781,176.70888508326698,2018-08-29,14.0
468,MLS,2018-09-16,DC United,New York Red Bulls,3.0,3.0,2018,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2018-09-16,18.0
879,MLS,2018-10-07,DC United,Chicago Fire FC,2.0,1.0,2018,38.8684,-77.0122,41.8623,-87.6167,957.3274402281954,2018-10-07,21.0
1622,MLS,2019-04-06,DC United,LAFC,0.0,4.0,2019,38.8684,-77.0122,34.0123,-118.287,3699.7769025883044,2019-04-06,181.0
176,MLS,2019-05-12,DC United,Sporting Kansas City,1.0,0.0,2019,38.8684,-77.0122,39.1215,-94.823,1537.011411745843,2019-05-12,36.0
905,MLS,2019-05-29,DC United,Chicago Fire FC,3.0,3.0,2019,38.8684,-77.0122,41.8623,-87.6167,957.3274402281954,2019-05-29,17.0
308,MLS,2019-08-04,DC United,Philadelphia Union,1.0,5.0,2019,38.8684,-77.0122,39.8322,-75.3781,176.70888508326698,2019-08-04,67.0
1656,MLS,2019-08-11,DC United,LA Galaxy,2.0,1.0,2019,38.8684,-77.0122,33.8644,-118.2611,3703.3506212672633,2019-08-11,7.0
800,MLS,2019-08-21,DC United,New York Red Bulls,1.0,2.0,2019,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2019-08-21,10.0
557,MLS,2019-09-22,DC United,Seattle Sounders,2.0,0.0,2019,38.8684,-77.0122,47.5952,-122.3316,3740.2696655692584,2019-09-22,32.0
1654,MLS,2020-09-12,DC United,New York Red Bulls,0.0,2.0,2020,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2020-09-12,356.0
157,MLS,2020-10-14,DC United,Philadelphia Union,2.0,2.0,2020,38.8684,-77.0122,39.8322,-75.3781,176.70888508326698,2020-10-14,32.0
409,MLS,2021-05-13,DC United,Chicago Fire FC,1.0,0.0,2021,38.8684,-77.0122,41.8623,-87.6167,957.3274402281954,2021-05-13,211.0
657,MLS,2021-05-23,DC United,Philadelphia Union,0.0,1.0,2021,38.8684,-77.0122,39.8322,-75.3781,176.70888508326698,2021-05-23,10.0
1495,MLS,2021-07-25,DC United,New York Red Bulls,1.0,0.0,2021,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2021-07-25,63.0
528,MLS,2021-08-28,DC United,Philadelphia Union,3.0,1.0,2021,38.8684,-77.0122,39.8322,-75.3781,176.70888508326698,2021-08-28,34.0
1457,MLS,2021-09-15,DC United,Chicago Fire FC,3.0,0.0,2021,38.8684,-77.0122,41.8623,-87.6167,957.3274402281954,2021-09-15,18.0
1066,MLS,2021-10-27,DC United,New York Red Bulls,1.0,0.0,2021,38.8684,-77.0122,40.7367,-74.1502,320.7987274250506,2021-10-27,42.0
408,Brazilian Serie A,2014-05-04,Flamengo,Palmeiras,4.0,2.0,2014,-22.9121,-43.2302,-23.5273,-46.6785,358.94317245134243,2014-05-04,-
1815,Brazilian Serie A,2014-05-18,Flamengo,Sao Paulo,0.0,2.0,2014,-22.9121,-43.2302,-23.5989,-46.7172,364.3166794481305,2014-05-18,14.0
1078,Brazilian Serie A,2014-07-27,Flamengo,Botafogo,1.0,0.0,2014,-22.9121,-43.2302,-22.8927,-43.2973,7.2035873977799305,2014-07-27,70.0
1773,Brazilian Serie A,2014-09-06,Flamengo,Gremio,0.0,1.0,2014,-22.9121,-43.2302,-29.9731,-51.1947,1115.192026073304,2014-09-06,41.0
367,Brazilian Serie A,2014-09-14,Flamengo,Corinthians,1.0,0.0,2014,-22.9121,-43.2302,-23.5452,-46.4743,338.8696578681701,2014-09-14,8.0
860,Brazilian Serie A,2014-10-04,Flamengo,Santos,0.0,1.0,2014,-22.9121,-43.2302,-23.9535,-46.3332,337.08305149230085,2014-10-04,20.0
443,Brazilian Serie A,2014-10-12,Flamengo,Cruzeiro,3.0,0.0,2014,-22.9121,-43.2302,-19.8657,-43.9706,347.3069762517366,2014-10-12,8.0
1657,Brazilian Serie A,2014-10-22,Flamengo,Internacional,2.0,0.0,2014,-22.9121,-43.2302,-30.0656,-51.2356,1125.0854538389794,2014-10-22,10.0
1372,Brazilian Serie A,2015-07-12,Flamengo,Corinthians,0.0,3.0,2015,-22.9121,-43.2302,-23.5452,-46.4743,338.8696578681701,2015-07-12,263.0
1798,Brazilian Serie A,2015-07-18,Flamengo,Gremio,1.0,0.0,2015,-22.9121,-43.2302,-29.9731,-51.1947,1115.192026073304,2015-07-18,6.0
435,Brazilian Serie A,2015-08-02,Flamengo,Santos,2.0,2.0,2015,-22.9121,-43.2302,-23.9535,-46.3332,337.08305149230085,2015-08-02,15.0
23,Brazilian Serie A,2015-08-23,Flamengo,Sao Paulo,2.0,1.0,2015,-22.9121,-43.2302,-23.5989,-46.7172,364.3166794481305,2015-08-23,21.0
1289,Brazilian Serie A,2015-09-10,Flamengo,Cruzeiro,2.0,0.0,2015,-22.9121,-43.2302,-19.8657,-43.9706,347.3069762517366,2015-09-10,18.0
572,Brazilian Serie A,2015-10-18,Flamengo,Internacional,0.0,1.0,2015,-22.9121,-43.2302,-30.0656,-51.2356,1125.0854538389794,2015-10-18,38.0
1382,Brazilian Serie A,2015-12-06,Flamengo,Palmeiras,1.0,2.0,2015,-22.9121,-43.2302,-23.5273,-46.6785,358.94317245134243,2015-12-06,49.0
1743,Brazilian Serie A,2016-06-05,Flamengo,Palmeiras,1.0,2.0,2016,-22.9121,-43.2302,-23.5273,-46.6785,358.94317245134243,2016-06-05,182.0
1590,Brazilian Serie A,2016-06-19,Flamengo,Sao Paulo,2.0,2.0,2016,-22.9121,-43.2302,-23.5989,-46.7172,364.3166794481305,2016-06-19,14.0
807,Brazilian Serie A,2016-06-29,Flamengo,Internacional,1.0,0.0,2016,-22.9121,-43.2302,-30.0656,-51.2356,1125.0854538389794,2016-06-29,10.0
123,Brazilian Serie A,2016-08-21,Flamengo,Gremio,2.0,1.0,2016,-22.9121,-43.2302,-29.9731,-51.1947,1115.192026073304,2016-08-21,53.0
164,Brazilian Serie A,2016-09-25,Flamengo,Cruzeiro,2.0,1.0,2016,-22.9121,-43.2302,-19.8657,-43.9706,347.3069762517366,2016-09-25,35.0
106,Brazilian Serie A,2016-10-23,Flamengo,Corinthians,2.0,2.0,2016,-22.9121,-43.2302,-23.5452,-46.4743,338.8696578681701,2016-10-23,28.0
1709,Brazilian Serie A,2016-11-05,Flamengo,Botafogo,0.0,0.0,2016,-22.9121,-43.2302,-22.8927,-43.2973,7.2035873977799305,2016-11-05,13.0
545,Brazilian Serie A,2016-11-27,Flamengo,Santos,2.0,0.0,2016,-22.9121,-43.2302,-23.9535,-46.3332,337.08305149230085,2016-11-27,22.0
1236,Brazilian Serie A,2017-06-04,Flamengo,Botafogo,0.0,0.0,2017,-22.9121,-43.2302,-22.8927,-43.2973,7.2035873977799305,2017-06-04,189.0
1141,Brazilian Serie A,2017-07-02,Flamengo,Sao Paulo,2.0,0.0,2017,-22.9121,-43.2302,-23.5989,-46.7172,364.3166794481305,2017-07-02,28.0
379,Brazilian Serie A,2017-07-13,Flamengo,Gremio,0.0,1.0,2017,-22.9121,-43.2302,-29.9731,-51.1947,1115.192026073304,2017-07-13,11.0
217,Brazilian Serie A,2017-07-19,Flamengo,Palmeiras,2.0,2.0,2017,-22.9121,-43.2302,-23.5273,-46.6785,358.94317245134243,2017-07-19,6.0
494,Brazilian Serie A,2017-08-19,Flamengo,Atletico Mineiro,2.0,0.0,2017,-22.9121,-43.2302,-19.8658,-43.9697,347.27557617501117,2017-08-19,31.0
241,Brazilian Serie A,2017-11-08,Flamengo,Cruzeiro,2.0,0.0,2017,-22.9121,-43.2302,-19.8657,-43.9706,347.3069762517366,2017-11-08,81.0
604,Brazilian Serie A,2017-11-19,Flamengo,Corinthians,3.0,0.0,2017,-22.9121,-43.2302,-23.5452,-46.4743,338.8696578681701,2017-11-19,11.0
248,Brazilian Serie A,2017-11-26,Flamengo,Santos,1.0,2.0,2017,-22.9121,-43.2302,-23.9535,-46.3332,337.08305149230085,2017-11-26,7.0
1715,Brazilian Serie A,2018-05-06,Flamengo,Internacional,2.0,0.0,2018,-22.9121,-43.2302,-30.0656,-51.2356,1125.0854538389794,2018-05-06,161.0
1694,Brazilian Serie A,2018-06-03,Flamengo,Corinthians,1.0,0.0,2018,-22.9121,-43.2302,-23.5452,-46.4743,338.8696578681701,2018-06-03,28.0
1160,Brazilian Serie A,2018-07-18,Flamengo,Sao Paulo,0.0,1.0,2018,-22.9121,-43.2302,-23.5989,-46.7172,364.3166794481305,2018-07-18,45.0
824,Brazilian Serie A,2018-07-21,Flamengo,Botafogo,2.0,0.0,2018,-22.9121,-43.2302,-22.8927,-43.2973,7.2035873977799305,2018-07-21,3.0
1104,Brazilian Serie A,2018-08-12,Flamengo,Cruzeiro,1.0,0.0,2018,-22.9121,-43.2302,-19.8657,-43.9706,347.3069762517366,2018-08-12,22.0
1473,Brazilian Serie A,2018-10-27,Flamengo,Palmeiras,1.0,1.0,2018,-22.9121,-43.2302,-23.5273,-46.6785,358.94317245134243,2018-10-27,76.0
1742,Brazilian Serie A,2018-11-15,Flamengo,Santos,1.0,0.0,2018,-22.9121,-43.2302,-23.9535,-46.3332,337.08305149230085,2018-11-15,19.0
1371,Brazilian Serie A,2018-11-21,Flamengo,Gremio,2.0,0.0,2018,-22.9121,-43.2302,-29.9731,-51.1947,1115.192026073304,2018-11-21,6.0
878,Brazilian Serie A,2019-04-27,Flamengo,Cruzeiro,3.0,1.0,2019,-22.9121,-43.2302,-19.8657,-43.9706,347.3069762517366,2019-04-27,157.0
1084,Brazilian Serie A,2019-07-28,Flamengo,Botafogo,3.0,2.0,2019,-22.9121,-43.2302,-22.8927,-43.2973,7.2035873977799305,2019-07-28,92.0
921,Brazilian Serie A,2019-08-10,Flamengo,Gremio,3.0,1.0,2019,-22.9121,-43.2302,-29.9731,-51.1947,1115.192026073304,2019-08-10,13.0
1415,Brazilian Serie A,2019-09-01,Flamengo,Palmeiras,3.0,0.0,2019,-22.9121,-43.2302,-23.5273,-46.6785,358.94317245134243,2019-09-01,22.0
1073,Brazilian Serie A,2019-09-14,Flamengo,Santos,1.0,0.0,2019,-22.9121,-43.2302,-23.9535,-46.3332,337.08305149230085,2019-09-14,13.0
1835,Brazilian Serie A,2019-09-25,Flamengo,Internacional,3.0,1.0,2019,-22.9121,-43.2302,-30.0656,-51.2356,1125.0854538389794,2019-09-25,11.0
981,Brazilian Serie A,2019-09-28,Flamengo,Sao Paulo,0.0,0.0,2019,-22.9121,-43.2302,-23.5989,-46.7172,364.3166794481305,2019-09-28,3.0
883,Brazilian Serie A,2019-11-03,Flamengo,Corinthians,4.0,1.0,2019,-22.9121,-43.2302,-23.5452,-46.4743,338.8696578681701,2019-11-03,36.0
645,Brazilian Serie A,2020-08-19,Flamengo,Gremio,1.0,1.0,2020,-22.9121,-43.2302,-29.9731,-51.1947,1115.192026073304,2020-08-19,290.0
1725,Brazilian Serie A,2020-08-23,Flamengo,Botafogo,1.0,1.0,2020,-22.9121,-43.2302,-22.8927,-43.2973,7.2035873977799305,2020-08-23,4.0
1299,Brazilian Serie A,2020-11-01,Flamengo,Sao Paulo,1.0,4.0,2020,-22.9121,-43.2302,-23.5989,-46.7172,364.3166794481305,2020-11-01,70.0
1670,Brazilian Serie A,2020-11-14,Flamengo,Atletico Mineiro,1.0,1.0,2020,-22.9121,-43.2302,-19.8658,-43.9697,347.27557617501117,2020-11-14,13.0
483,Brazilian Serie A,2020-12-13,Flamengo,Santos,4.0,1.0,2020,-22.9121,-43.2302,-23.9535,-46.3332,337.08305149230085,2020-12-13,29.0
1353,Brazilian Serie A,2021-01-21,Flamengo,Palmeiras,2.0,0.0,2020,-22.9121,-43.2302,-23.5273,-46.6785,358.94317245134243,2021-01-21,39.0
550,Brazilian Serie A,2021-02-14,Flamengo,Corinthians,2.0,1.0,2020,-22.9121,-43.2302,-23.5452,-46.4743,338.8696578681701,2021-02-14,24.0
373,Brazilian Serie A,2021-02-21,Flamengo,Internacional,2.0,1.0,2020,-22.9121,-43.2302,-30.0656,-51.2356,1125.0854538389794,2021-02-21,7.0
674,Brazilian Serie A,2021-05-30,Flamengo,Palmeiras,1.0,0.0,2021,-22.9121,-43.2302,-23.5273,-46.6785,358.94317245134243,2021-05-30,98.0
